state;action_reward;n_state
50&2|69&4|508&2|174&2|127&3|210&2|286&2|168&1|428&3|186&4|309&2|272&5;225&1|473&1|181&2|929&1;50&2|69&4|508&2|174&2|127&3|210&2|286&2|168&1|428&3|186&4|309&2|272&5|225&1|473&1|181&2|929&1
312&5|245&4|300&4|332&4|688&1|327&3|338&1|329&5|286&5|898&5|288&1|990&5;1316&4|895&2|313&5|890&1;312&5|245&4|300&4|332&4|688&1|327&3|338&1|329&5|286&5|898&5|288&1|990&5|1316&4|895&2|313&5|890&1
304&4|300&4|322&4|245&5|748&3|264&4|302&5|313&5|1025&3|331&5|310&4|344&4;751&3|898&3|271&4|288&2;304&4|300&4|322&4|245&5|748&3|264&4|302&5|313&5|1025&3|331&5|310&4|344&4|751&3|898&3|271&4|288&2
1283&2|250&3|275&2|127&5|815&3|121&2|291&5|181&4|298&4|117&5|15&4|24&4;1244&3|323&3|678&3|252&4;1283&2|250&3|275&2|127&5|815&3|121&2|291&5|181&4|298&4|117&5|15&4|24&4|1244&3|323&3|678&3|252&4
694&4|285&5|651&5|301&1|216&4|196&5|315&4|272&5|182&5|283&4|23&3|269&5;482&4|168&3|98&4|137&3;694&4|285&5|651&5|301&1|216&4|196&5|315&4|272&5|182&5|283&4|23&3|269&5|482&4|168&3|98&4|137&3
222&3|121&4|340&3|751&3|750&4|269&4|58&4|1022&4|300&2|257&4|100&3|736&5;111&5|1&4|64&5|258&5;222&3|121&4|340&3|751&3|750&4|269&4|58&4|1022&4|300&2|257&4|100&3|736&5|111&5|1&4|64&5|258&5
156&5|64&5|1217&1|124&4|428&5|418&4|517&5|96&4|88&5|157&5|79&4|128&2;94&2|356&3|503&5|227&1;156&5|64&5|1217&1|124&4|428&5|418&4|517&5|96&4|88&5|157&5|79&4|128&2|94&2|356&3|503&5|227&1
327&5|879&2|294&4|358&3|269&4|333&3|319&4|288&4|338&3|302&5|300&3|305&4;307&3|343&4|271&3|689&2;327&5|879&2|294&4|358&3|269&4|333&3|319&4|288&4|338&3|302&5|300&3|305&4|307&3|343&4|271&3|689&2
71&1|743&1|929&2|825&1|100&4|455&4|258&4|1&1|1009&5|95&1|926&1|24&4;418&1|99&1|169&5|245&3;71&1|743&1|929&2|825&1|100&4|455&4|258&4|1&1|1009&5|95&1|926&1|24&4|418&1|99&1|169&5|245&3
411&4|807&2|692&4|185&4|148&3|176&5|728&2|443&4|78&4|156&5|174&5|392&3;403&4|248&4|915&4|474&5;411&4|807&2|692&4|185&4|148&3|176&5|728&2|443&4|78&4|156&5|174&5|392&3|403&4|248&4|915&4|474&5
1159&3|1215&1|121&3|88&3|1217&3|380&4|202&4|356&3|294&3|216&4|226&3|96&3;222&4|230&5|177&5|241&4;1159&3|1215&1|121&3|88&3|1217&3|380&4|202&4|356&3|294&3|216&4|226&3|96&3|222&4|230&5|177&5|241&4
62&4|245&2|915&2|880&3|302&5|300&3|678&1|327&4|299&3|607&5|325&2|312&3;346&4|56&5|683&3|626&3;62&4|245&2|915&2|880&3|302&5|300&3|678&1|327&4|299&3|607&5|325&2|312&3|346&4|56&5|683&3|626&3
132&4|214&5|173&5|418&3|172&5|189&4|116&5|175&4|133&5|140&1|8&4|507&5;78&1|529&5|408&5|151&4;132&4|214&5|173&5|418&3|172&5|189&4|116&5|175&4|133&5|140&1|8&4|507&5|78&1|529&5|408&5|151&4
523&4|45&4|118&3|684&3|238&5|318&4|646&5|428&5|511&5|484&3|197&3|8&5;402&4|293&4|44&4|1411&4;523&4|45&4|118&3|684&3|238&5|318&4|646&5|428&5|511&5|484&3|197&3|8&5|402&4|293&4|44&4|1411&4
744&3|282&3|125&3|304&3|89&3|70&3|591&4|228&4|463&4|291&3|24&3|1034&2;313&4|126&5|380&3|57&4;744&3|282&3|125&3|304&3|89&3|70&3|591&4|228&4|463&4|291&3|24&3|1034&2|313&4|126&5|380&3|57&4
381&3|763&3|825&4|276&3|137&3|1&4|204&4|124&4|678&3|208&3|7&5|471&4;248&4|259&2|257&4|9&3;381&3|763&3|825&4|276&3|137&3|1&4|204&4|124&4|678&3|208&3|7&5|471&4|248&4|259&2|257&4|9&3
298&4|173&4|185&4|172&4|1074&3|269&3|12&5|357&5|928&4|293&4|317&5|1135&5;484&4|546&3|235&2|762&2;298&4|173&4|185&4|172&4|1074&3|269&3|12&5|357&5|928&4|293&4|317&5|1135&5|484&4|546&3|235&2|762&2
508&3|294&3|458&3|751&4|116&2|291&3|410&2|322&3|248&3|369&2|316&3|25&3;476&3|302&5|9&4|274&3;508&3|294&3|458&3|751&4|116&2|291&3|410&2|322&3|248&3|369&2|316&3|25&3|476&3|302&5|9&4|274&3
740&4|1&5|989&5|100&5|319&5|275&5|1296&2|181&4|124&4|742&4|754&4|258&5;475&1|713&4|9&5|515&4;740&4|1&5|989&5|100&5|319&5|275&5|1296&2|181&4|124&4|742&4|754&4|258&5|475&1|713&4|9&5|515&4
323&1|275&4|243&1|111&4|308&5|291&3|7&1|306&5|742&2|459&5|257&4|696&2;411&2|685&4|546&2|252&2;323&1|275&4|243&1|111&4|308&5|291&3|7&1|306&5|742&2|459&5|257&4|696&2|411&2|685&4|546&2|252&2
275&5|458&3|222&4|735&5|405&3|597&4|123&4|274&4|628&4|293&4|203&4|465&3;90&3|244&1|214&1|578&4;275&5|458&3|222&4|735&5|405&3|597&4|123&4|274&4|628&4|293&4|203&4|465&3|90&3|244&1|214&1|578&4
327&2|331&2|310&4|300&5|751&3|323&3|333&3|1127&4|258&4|269&3|301&1|294&2;271&1|347&5|342&2|678&3;327&2|331&2|310&4|300&5|751&3|323&3|333&3|1127&4|258&4|269&3|301&1|294&2|271&1|347&5|342&2|678&3
402&4|25&4|419&3|807&4|225&4|454&5|77&4|1004&4|98&5|118&3|248&4|71&5;384&2|451&1|1046&4|563&3;402&4|25&4|419&3|807&4|225&4|454&5|77&4|1004&4|98&5|118&3|248&4|71&5|384&2|451&1|1046&4|563&3
513&4|79&3|483&4|294&3|276&4|174&5|315&5|739&5|873&3|300&4|520&4|186&4;88&5|127&4|100&4|98&4;513&4|79&3|483&4|294&3|276&4|174&5|315&5|739&5|873&3|300&4|520&4|186&4|88&5|127&4|100&4|98&4
498&4|507&4|300&2|133&4|188&3|215&4|497&3|511&5|421&2|530&5|510&5|203&4;628&4|546&3|237&4|61&5;498&4|507&4|300&2|133&4|188&3|215&4|497&3|511&5|421&2|530&5|510&5|203&4|628&4|546&3|237&4|61&5
603&3|288&2|960&3|531&4|6&5|59&4|293&4|150&5|1019&3|806&4|42&3|175&4;547&2|385&2|1155&2|769&1;603&3|288&2|960&3|531&4|6&5|59&4|293&4|150&5|1019&3|806&4|42&3|175&4|547&2|385&2|1155&2|769&1
742&4|465&3|403&3|56&1|1406&4|268&3|1407&3|327&1|739&4|352&1|161&3|301&4;412&3|1168&4|94&3|2&3;742&4|465&3|403&3|56&1|1406&4|268&3|1407&3|327&1|739&4|352&1|161&3|301&4|412&3|1168&4|94&3|2&3
385&1|239&3|404&3|118&1|633&3|441&3|561&1|101&2|411&3|202&3|81&5|1101&5;719&4|67&2|809&2|1139&2;385&1|239&3|404&3|118&1|633&3|441&3|561&1|101&2|411&3|202&3|81&5|1101&5|719&4|67&2|809&2|1139&2
270&5|301&3|302&5|300&4|258&5|313&4|264&3|272&5|260&3|748&3|678&1|324&4;11&5|690&4|100&5|886&4;270&5|301&3|302&5|300&4|258&5|313&4|264&3|272&5|260&3|748&3|678&1|324&4|11&5|690&4|100&5|886&4
845&4|281&2|222&5|1&5|1012&5|7&1|300&5|126&5|288&1|678&1|472&3|1197&5;225&5|473&2|1047&2|151&5;845&4|281&2|222&5|1&5|1012&5|7&1|300&5|126&5|288&1|678&1|472&3|1197&5|225&5|473&2|1047&2|151&5
273&3|151&2|118&4|294&3|354&4|932&4|685&4|288&5|591&3|1165&2|928&2|742&4;409&3|820&3|332&3|1061&4;273&3|151&2|118&4|294&3|354&4|932&4|685&4|288&5|591&3|1165&2|928&2|742&4|409&3|820&3|332&3|1061&4
471&2|86&4|549&2|269&3|212&4|661&4|509&3|528&4|1121&2|196&3|512&2|580&2;97&1|168&1|483&5|204&3;471&2|86&4|549&2|269&3|212&4|661&4|509&3|528&4|1121&2|196&3|512&2|580&2|97&1|168&1|483&5|204&3
332&3|310&2|292&4|749&4|259&1|1280&3|288&2|328&3|877&2|313&5|689&2|346&4;325&1|338&2|343&2|323&2;332&3|310&2|292&4|749&4|259&1|1280&3|288&2|328&3|877&2|313&5|689&2|346&4|325&1|338&2|343&2|323&2
254&2|273&5|257&3|174&4|50&4|678&3|118&5|405&1|7&3|1089&1|117&3|181&4;79&5|89&5|56&4|144&5;254&2|273&5|257&3|174&4|50&4|678&3|118&5|405&1|7&3|1089&1|117&3|181&4|79&5|89&5|56&4|144&5
752&4|346&4|179&4|988&3|168&3|172&5|919&5|900&4|243&3|948&2|890&3|166&4;268&5|271&5|181&5|196&5;752&4|346&4|179&4|988&3|168&3|172&5|919&5|900&4|243&3|948&2|890&3|166&4|268&5|271&5|181&5|196&5
423&5|385&5|726&3|204&5|796&3|588&4|181&4|570&4|748&4|187&4|448&5|648&4;720&3|9&4|399&4|781&2;423&5|385&5|726&3|204&5|796&3|588&4|181&4|570&4|748&4|187&4|448&5|648&4|720&3|9&4|399&4|781&2
343&5|750&4|268&5|313&5|754&3|362&1|872&2|1243&4|271&4|319&2|690&4|1607&2;873&2|242&4|1062&4|1022&2;343&5|750&4|268&5|313&5|754&3|362&1|872&2|1243&4|271&4|319&2|690&4|1607&2|873&2|242&4|1062&4|1022&2
328&3|271&5|346&3|258&5|322&2|272&5|751&3|749&4|539&1|902&3|304&3|294&3;316&4|343&2|243&3|245&3;328&3|271&5|346&3|258&5|322&2|272&5|751&3|749&4|539&1|902&3|304&3|294&3|316&4|343&2|243&3|245&3
772&1|1014&1|789&3|251&5|408&5|47&5|965&4|1163&3|423&4|1009&1|558&5|1007&4;58&5|663&4|191&5|367&5;772&1|1014&1|789&3|251&5|408&5|47&5|965&4|1163&3|423&4|1009&1|558&5|1007&4|58&5|663&4|191&5|367&5
12&5|583&3|346&5|323&2|257&3|1089&2|424&2|443&2|751&2|64&4|200&4|445&3;520&3|327&4|515&3|168&5;12&5|583&3|346&5|323&2|257&3|1089&2|424&2|443&2|751&2|64&4|200&4|445&3|520&3|327&4|515&3|168&5
19&4|321&4|328&3|348&1|300&3|259&4|283&5|892&3|14&4|304&2|258&5|294&3;20&3|475&5|24&1|116&5;19&4|321&4|328&3|348&1|300&3|259&4|283&5|892&3|14&4|304&2|258&5|294&3|20&3|475&5|24&1|116&5
15&5|257&4|1048&2|628&3|111&4|235&3|764&3|1&5|748&3|475&3|9&4|273&4;96&5|42&4|1101&4|510&5;15&5|257&4|1048&2|628&3|111&4|235&3|764&3|1&5|748&3|475&3|9&4|273&4|96&5|42&4|1101&4|510&5
313&2|381&4|269&4|302&3|306&5|100&5|902&5|327&4|347&4|315&4|70&4|354&2;50&5|259&5|127&4|316&5;313&2|381&4|269&4|302&3|306&5|100&5|902&5|327&4|347&4|315&4|70&4|354&2|50&5|259&5|127&4|316&5
300&4|313&4|299&4|319&3|286&4|322&3|340&4|331&2|307&5|289&1|333&3|315&5;748&3|678&2|245&3|1025&1;300&4|313&4|299&4|319&3|286&4|322&3|340&4|331&2|307&5|289&1|333&3|315&5|748&3|678&2|245&3|1025&1
292&4|879&3|328&4|288&4|678&4|333&4|682&4|300&4|258&4|339&3|260&4|294&3;245&3|323&4|343&4|329&4;292&4|879&3|328&4|288&4|678&4|333&4|682&4|300&4|258&4|339&3|260&4|294&3|245&3|323&4|343&4|329&4
1009&5|475&5|1057&3|59&4|135&4|1019&4|129&3|42&4|98&3|143&3|179&5|1547&4;581&3|268&5|1218&3|258&4;1009&5|475&5|1057&3|59&4|135&4|1019&4|129&3|42&4|98&3|143&3|179&5|1547&4|581&3|268&5|1218&3|258&4
245&3|322&3|304&3|302&5|318&5|262&4|340&5|268&3|874&3|315&4|1022&5|301&4;191&4|482&4|9&5|1194&4;245&3|322&3|304&3|302&5|318&5|262&4|340&5|268&3|874&3|315&4|1022&5|301&4|191&4|482&4|9&5|1194&4
237&5|15&5|274&5|21&3|80&5|151&4|157&5|125&5|944&4|167&5|191&5|117&4;319&2|871&3|401&3|241&4;237&5|15&5|274&5|21&3|80&5|151&4|157&5|125&5|944&4|167&5|191&5|117&4|319&2|871&3|401&3|241&4
515&5|98&5|48&5|301&5|256&5|111&3|20&5|242&4|282&4|23&5|688&1|268&4;209&4|186&3|484&4|498&5;515&5|98&5|48&5|301&5|256&5|111&3|20&5|242&4|282&4|23&5|688&1|268&4|209&4|186&3|484&4|498&5
358&3|298&3|832&3|406&3|1101&5|124&3|277&5|147&4|819&3|31&3|676&4|458&2;715&5|750&3|201&4|879&3;358&3|298&3|832&3|406&3|1101&5|124&3|277&5|147&4|819&3|31&3|676&4|458&2|715&5|750&3|201&4|879&3
435&4|663&4|143&4|692&4|15&4|357&5|603&4|506&4|194&5|661&5|199&5|498&5;72&4|419&4|610&4|451&4;435&4|663&4|143&4|692&4|15&4|357&5|603&4|506&4|194&5|661&5|199&5|498&5|72&4|419&4|610&4|451&4
52&3|211&4|174&4|87&4|411&2|58&3|168&3|474&5|433&1|209&2|176&3|177&4;424&1|453&1|840&3|834&1;52&3|211&4|174&4|87&4|411&2|58&3|168&3|474&5|433&1|209&2|176&3|177&4|424&1|453&1|840&3|834&1
496&5|289&3|344&4|632&3|604&5|100&4|514&4|69&3|481&5|58&3|22&2|480&5;633&5|611&3|679&2|214&2;496&5|289&3|344&4|632&3|604&5|100&4|514&4|69&3|481&5|58&3|22&2|480&5|633&5|611&3|679&2|214&2
484&4|144&2|45&4|496&3|69&2|1039&3|174&4|604&3|114&4|47&3|124&4|191&4;32&2|357&4|64&4|964&4;484&4|144&2|45&4|496&3|69&2|1039&3|174&4|604&3|114&4|47&3|124&4|191&4|32&2|357&4|64&4|964&4
285&5|1048&4|301&3|14&5|7&4|246&4|125&3|100&3|591&4|273&2|147&4|475&3;121&2|282&3|240&3|290&4;285&5|1048&4|301&3|14&5|7&4|246&4|125&3|100&3|591&4|273&2|147&4|475&3|121&2|282&3|240&3|290&4
325&3|676&2|1094&3|129&3|929&2|475&5|181&5|1059&4|222&3|1028&3|472&3|237&3;1023&1|369&3|1067&4|1061&3;325&3|676&2|1094&3|129&3|929&2|475&5|181&5|1059&4|222&3|1028&3|472&3|237&3|1023&1|369&3|1067&4|1061&3
1021&4|204&3|455&3|96&1|678&2|427&4|97&3|506&3|202&3|199&4|1&2|89&4;719&1|40&2|62&3|72&2;1021&4|204&3|455&3|96&1|678&2|427&4|97&3|506&3|202&3|199&4|1&2|89&4|719&1|40&2|62&3|72&2
195&4|125&4|288&4|841&3|185&2|183&2|237&3|98&3|845&5|255&3|258&5|216&2;1037&5|739&4|120&1|682&3;195&4|125&4|288&4|841&3|185&2|183&2|237&3|98&3|845&5|255&3|258&5|216&2|1037&5|739&4|120&1|682&3
936&5|100&5|127&4|343&3|325&3|886&3|243&1|331&3|288&4|750&4|269&5|690&3;123&3|277&2|125&2|1007&3;936&5|100&5|127&4|343&3|325&3|886&3|243&1|331&3|288&4|750&4|269&5|690&3|123&3|277&2|125&2|1007&3
570&3|1095&3|327&3|780&3|250&3|90&3|109&4|393&3|258&4|17&3|986&3|845&3;768&2|1296&3|1664&4|755&3;570&3|1095&3|327&3|780&3|250&3|90&3|109&4|393&3|258&4|17&3|986&3|845&3|768&2|1296&3|1664&4|755&3
508&5|274&4|742&4|841&3|24&4|258&4|151&5|126&5|118&5|270&5|283&5|220&5;932&4|105&4|597&4|456&3;508&5|274&4|742&4|841&3|24&4|258&4|151&5|126&5|118&5|270&5|283&5|220&5|932&4|105&4|597&4|456&3
528&4|345&5|511&4|69&5|173&3|223&3|176&4|427&5|234&4|98&5|269&5|286&4;202&5|1358&5|97&4|121&2;528&4|345&5|511&4|69&5|173&3|223&3|176&4|427&5|234&4|98&5|269&5|286&4|202&5|1358&5|97&4|121&2
347&4|275&3|245&4|316&5|117&4|148&4|313&5|50&5|544&4|237&5|315&5|150&5;287&2|282&4|15&4|628&5;347&4|275&3|245&4|316&5|117&4|148&4|313&5|50&5|544&4|237&5|315&5|150&5|287&2|282&4|15&4|628&5
676&2|748&3|7&5|222&4|742&3|1&4|988&1|181&4|455&1|268&4|948&1|124&4;472&4|235&3|760&3|826&3;676&2|748&3|7&5|222&4|742&3|1&4|988&1|181&4|455&1|268&4|948&1|124&4|472&4|235&3|760&3|826&3
271&4|332&3|687&3|300&5|347&3|294&3|258&4|340&3|538&3|323&3|304&4|322&3;328&2|286&2|329&2|690&2;271&4|332&3|687&3|300&5|347&3|294&3|258&4|340&3|538&3|323&3|304&4|322&3|328&2|286&2|329&2|690&2
144&5|808&3|176&5|288&3|241&5|96&5|825&2|245&4|188&4|273&4|1016&4|328&1;17&1|1231&2|62&1|363&2;144&5|808&3|176&5|288&3|241&5|96&5|825&2|245&4|188&4|273&4|1016&4|328&1|17&1|1231&2|62&1|363&2
408&5|242&5|989&1|539&1|221&4|751&3|678&1|1&1|313&4|294&1|243&1|269&5;14&4|111&3|405&2|473&4;408&5|242&5|989&1|539&1|221&4|751&3|678&1|1&1|313&4|294&1|243&1|269&5|14&4|111&3|405&2|473&4
527&4|55&4|655&3|504&4|95&4|747&3|204&3|8&4|162&3|211&4|449&2|99&4;227&3|427&5|91&4|1004&3;527&4|55&4|655&3|504&4|95&4|747&3|204&3|8&4|162&3|211&4|449&2|99&4|227&3|427&5|91&4|1004&3
475&5|7&2|825&4|257&3|950&4|319&1|121&3|1245&4|276&3|260&2|285&5|106&2;1085&5|846&2|866&2|508&3;475&5|7&2|825&4|257&3|950&4|319&1|121&3|1245&4|276&3|260&2|285&5|106&2|1085&5|846&2|866&2|508&3
523&4|483&5|241&3|268&4|137&4|24&4|178&5|742&3|652&5|203&3|283&5|485&4;1005&4|510&5|378&4|433&5;523&4|483&5|241&3|268&4|137&4|24&4|178&5|742&3|652&5|203&3|283&5|485&4|1005&4|510&5|378&4|433&5
297&5|23&5|154&5|38&3|724&4|663&5|174&5|515&4|137&4|655&5|778&5|581&4;68&1|403&4|555&1|1211&4;297&5|23&5|154&5|38&3|724&4|663&5|174&5|515&4|137&4|655&5|778&5|581&4|68&1|403&4|555&1|1211&4
684&3|483&5|180&5|1524&5|479&4|174&5|748&5|531&5|195&5|754&4|258&4|328&5;154&4|480&5|56&5|185&4;684&3|483&5|180&5|1524&5|479&4|174&5|748&5|531&5|195&5|754&4|258&4|328&5|154&4|480&5|56&5|185&4
539&3|690&1|882&3|340&3|302&4|1176&3|315&4|270&2|311&3|269&4|313&3|345&3;752&2|347&4|898&3|307&3;539&3|690&1|882&3|340&3|302&4|1176&3|315&4|270&2|311&3|269&4|313&3|345&3|752&2|347&4|898&3|307&3
258&4|652&3|273&3|699&4|514&4|346&3|713&3|988&1|491&4|170&3|276&4|123&2;494&4|697&2|703&3|573&2;258&4|652&3|273&3|699&4|514&4|346&3|713&3|988&1|491&4|170&3|276&4|123&2|494&4|697&2|703&3|573&2
175&5|530&4|269&4|129&4|204&4|86&4|124&5|742&3|663&5|708&4|215&3|479&4;764&1|190&5|255&4|322&2;175&5|530&4|269&4|129&4|204&4|86&4|124&5|742&3|663&5|708&4|215&3|479&4|764&1|190&5|255&4|322&2
307&3|328&3|321&4|332&3|245&4|288&2|322&3|294&1|338&2|340&2|306&3|289&3;286&3|303&2|754&3|302&4;307&3|328&3|321&4|332&3|245&4|288&2|322&3|294&1|338&2|340&2|306&3|289&3|286&3|303&2|754&3|302&4
393&5|795&3|321&1|447&3|949&3|566&5|237&3|66&5|94&4|1605&5|91&1|22&5;451&4|140&4|69&5|88&5;393&5|795&3|321&1|447&3|949&3|566&5|237&3|66&5|94&4|1605&5|91&1|22&5|451&4|140&4|69&5|88&5
168&4|48&5|660&5|255&3|736&4|179&3|111&4|1142&4|423&5|215&5|429&4|70&1;514&4|210&4|216&4|73&4;168&4|48&5|660&5|255&3|736&4|179&3|111&4|1142&4|423&5|215&5|429&4|70&1|514&4|210&4|216&4|73&4
347&3|258&5|260&3|286&5|243&2|300&4|308&4|323&4|343&2|269&3|292&4|748&4;350&4|349&4|312&5|538&4;347&3|258&5|260&3|286&5|243&2|300&4|308&4|323&4|343&2|269&3|292&4|748&4|350&4|349&4|312&5|538&4
363&1|546&4|475&4|105&2|177&5|125&5|168&5|609&4|284&3|418&4|181&5|385&4;73&2|91&1|1035&3|188&5;363&1|546&4|475&4|105&2|177&5|125&5|168&5|609&4|284&3|418&4|181&5|385&4|73&2|91&1|1035&3|188&5
959&2|687&1|222&3|95&5|483&5|271&1|1088&2|1013&1|7&3|327&5|127&3|274&5;411&1|234&5|59&5|333&4;959&2|687&1|222&3|95&5|483&5|271&1|1088&2|1013&1|7&3|327&5|127&3|274&5|411&1|234&5|59&5|333&4
462&4|166&4|171&3|45&3|165&4|638&4|1021&3|170&2|59&3|86&2|283&3|179&3;198&4|509&3|529&4|531&3;462&4|166&4|171&3|45&3|165&4|638&4|1021&3|170&2|59&3|86&2|283&3|179&3|198&4|509&3|529&4|531&3
742&5|25&3|450&2|181&2|125&4|127&3|106&2|449&4|520&5|15&5|471&5|228&5;135&5|636&4|631&4|67&4;742&5|25&3|450&2|181&2|125&4|127&3|106&2|449&4|520&5|15&5|471&5|228&5|135&5|636&4|631&4|67&4
231&3|216&4|432&4|694&4|582&3|22&3|234&4|770&4|64&4|531&4|982&3|174&4;702&2|313&3|391&3|94&3;231&3|216&4|432&4|694&4|582&3|22&3|234&4|770&4|64&4|531&4|982&3|174&4|702&2|313&3|391&3|94&3
750&5|286&5|269&4|904&5|302&4|340&4|313&4|305&4|292&5|937&3|751&2|258&4;301&5|339&5|270&3|345&4;750&5|286&5|269&4|904&5|302&4|340&4|313&4|305&4|292&5|937&3|751&2|258&4|301&5|339&5|270&3|345&4
339&1|902&1|362&1|333&5|914&5|1234&1|302&4|310&4|315&5|288&5|917&3|321&1;751&1|301&4|346&3|345&1;339&1|902&1|362&1|333&5|914&5|1234&1|302&4|310&4|315&5|288&5|917&3|321&1|751&1|301&4|346&3|345&1
510&2|58&1|174&3|183&4|1218&3|449&1|692&1|423&1|393&1|644&4|1182&1|448&2;871&1|7&2|597&2|250&3;510&2|58&1|174&3|183&4|1218&3|449&1|692&1|423&1|393&1|644&4|1182&1|448&2|871&1|7&2|597&2|250&3
288&3|1048&3|313&5|276&1|14&2|558&3|431&4|12&5|147&3|1014&3|1283&1|246&1;66&4|785&4|381&3|81&2;288&3|1048&3|313&5|276&1|14&2|558&3|431&4|12&5|147&3|1014&3|1283&1|246&1|66&4|785&4|381&3|81&2
145&1|118&4|140&3|64&4|531&4|418&4|566&4|433&5|280&3|1&5|95&5|304&2;749&2|89&5|132&5|58&4;145&1|118&4|140&3|64&4|531&4|418&4|566&4|433&5|280&3|1&5|95&5|304&2|749&2|89&5|132&5|58&4
502&4|378&3|811&4|61&4|100&3|237&2|45&3|257&2|10&5|143&3|294&2|190&5;747&4|333&4|4&3|792&4;502&4|378&3|811&4|61&4|100&3|237&2|45&3|257&2|10&5|143&3|294&2|190&5|747&4|333&4|4&3|792&4
134&5|931&3|58&4|97&5|127&5|186&3|525&3|1560&4|71&3|516&4|304&4|14&5;150&2|478&3|670&4|496&2;134&5|931&3|58&4|97&5|127&5|186&3|525&3|1560&4|71&3|516&4|304&4|14&5|150&2|478&3|670&4|496&2
762&5|582&4|126&5|1041&5|655&5|56&5|476&4|402&5|871&1|648&5|276&5|696&4;905&3|364&1|238&5|902&3;762&5|582&4|126&5|1041&5|655&5|56&5|476&4|402&5|871&1|648&5|276&5|696&4|905&3|364&1|238&5|902&3
430&3|19&4|180&4|1126&3|526&3|198&4|633&5|14&3|462&4|9&4|432&5|435&5;194&3|651&3|491&3|493&4;430&3|19&4|180&4|1126&3|526&3|198&4|633&5|14&3|462&4|9&4|432&5|435&5|194&3|651&3|491&3|493&4
538&4|271&5|294&3|332&4|331&3|258&2|877&4|326&1|748&5|300&4|301&3|308&1;342&1|989&2|938&2|322&4;538&4|271&5|294&3|332&4|331&3|258&2|877&4|326&1|748&5|300&4|301&3|308&1|342&1|989&2|938&2|322&4
9&4|121&5|15&4|245&5|257&4|300&4|100&4|220&4|181&4|471&4|252&4|281&4;864&3|866&5|118&4|476&5;9&4|121&5|15&4|245&5|257&4|300&4|100&4|220&4|181&4|471&4|252&4|281&4|864&3|866&5|118&4|476&5
124&3|282&4|472&1|925&4|619&4|284&4|100&4|181&3|151&3|257&3|473&2|111&4;273&5|286&5|221&4|117&4;124&3|282&4|472&1|925&4|619&4|284&4|100&4|181&3|151&3|257&3|473&2|111&4|273&5|286&5|221&4|117&4
4&1|433&2|521&2|849&1|671&3|82&3|679&3|241&3|196&4|503&3|657&5|175&1;428&5|732&5|1118&2|186&4;4&1|433&2|521&2|849&1|671&3|82&3|679&3|241&3|196&4|503&3|657&5|175&1|428&5|732&5|1118&2|186&4
127&5|205&4|144&3|496&3|22&5|204&4|98&5|318&4|423&4|1&3|654&3|28&4;197&3|56&4|188&4|32&3;127&5|205&4|144&3|496&3|22&5|204&4|98&5|318&4|423&4|1&3|654&3|28&4|197&3|56&4|188&4|32&3
299&3|288&3|323&3|294&3|984&5|988&3|876&3|881&3|258&3|292&5|300&5|326&5;678&4|348&3|749&5|259&3;299&3|288&3|323&3|294&3|984&5|988&3|876&3|881&3|258&3|292&5|300&5|326&5|678&4|348&3|749&5|259&3
442&1|517&3|427&5|1545&2|68&1|373&2|429&5|1559&1|785&1|724&1|566&1|1182&1;920&1|1589&1|855&1|139&3;442&1|517&3|427&5|1545&2|68&1|373&2|429&5|1559&1|785&1|724&1|566&1|1182&1|920&1|1589&1|855&1|139&3
301&2|302&5|680&1|343&3|307&2|271&4|260&2|288&5|326&4|338&3|751&3|754&1;603&4|266&1|687&1|50&5;301&2|302&5|680&1|343&3|307&2|271&4|260&2|288&5|326&4|338&3|751&3|754&1|603&4|266&1|687&1|50&5
241&3|322&3|307&3|576&4|328&4|172&5|311&4|183&5|347&4|323&3|403&3|33&2;720&2|1222&3|530&3|802&4;241&3|322&3|307&3|576&4|328&4|172&5|311&4|183&5|347&4|323&3|403&3|33&2|720&2|1222&3|530&3|802&4
331&4|750&5|346&3|349&4|258&4|339&3|292&4|289&4|678&2|329&3|895&3|362&3;343&4|879&4|748&3|260&3;331&4|750&5|346&3|349&4|258&4|339&3|292&4|289&4|678&2|329&3|895&3|362&3|343&4|879&4|748&3|260&3
174&4|91&4|316&4|785&4|578&4|55&4|305&2|660&4|143&5|248&5|603&4|209&4;227&4|849&2|382&3|1035&2;174&4|91&4|316&4|785&4|578&4|55&4|305&2|660&4|143&5|248&5|603&4|209&4|227&4|849&2|382&3|1035&2
14&5|671&3|506&5|237&4|479&5|15&5|521&5|514&4|971&4|9&5|60&3|77&5;414&4|630&3|47&4|1421&4;14&5|671&3|506&5|237&4|479&5|15&5|521&5|514&4|971&4|9&5|60&3|77&5|414&4|630&3|47&4|1421&4
317&4|151&3|174&4|269&4|168&3|357&4|172&4|89&4|430&4|205&3|173&4|300&5;879&3|204&4|521&4|549&2;317&4|151&3|174&4|269&4|168&3|357&4|172&4|89&4|430&4|205&3|173&4|300&5|879&3|204&4|521&4|549&2
4&4|96&4|405&3|510&3|554&3|685&4|121&4|127&2|172&4|504&2|265&5|403&3;153&3|202&3|194&3|204&5;4&4|96&4|405&3|510&3|554&3|685&4|121&4|127&2|172&4|504&2|265&5|403&3|153&3|202&3|194&3|204&5
