state;action_reward;n_state
191&2|318&3|56&3|204&2|98&4|135&2|197&3|265&2|523&3|70&3|168&1|127&3;181&2|257&3|473&1|1117&3;191&2|318&3|56&3|204&2|98&4|135&2|197&3|265&2|523&3|70&3|168&1|127&3|181&2|257&3|473&1|1117&3
908&1|892&3|289&3|358&1|905&4|288&1|286&5|327&3|748&4|245&4|312&5|690&5;457&1|1316&4|895&2|890&1;908&1|892&3|289&3|358&1|905&4|288&1|286&5|327&3|748&4|245&4|312&5|690&5|457&1|1316&4|895&2|890&1
354&4|302&5|315&5|321&5|678&4|313&5|323&4|327&4|272&5|245&5|259&2|328&5;751&3|752&3|271&4|312&4;354&4|302&5|315&5|321&5|678&4|313&5|323&4|327&4|272&5|245&5|259&2|328&5|751&3|752&3|271&4|312&4
24&4|257&5|147&4|1283&2|121&2|250&3|50&4|282&4|471&5|1&5|275&2|291&5;254&4|252&4|323&3|1244&3;24&4|257&5|147&4|1283&2|121&2|250&3|50&4|282&4|471&5|1&5|275&2|291&5|254&4|252&4|323&3|1244&3
487&5|694&4|79&3|210&3|197&4|269&5|275&4|1101&3|223&5|301&1|216&4|9&5;238&3|137&3|98&4|962&2;487&5|694&4|79&3|210&3|197&4|269&5|275&4|1101&3|223&5|301&1|216&4|9&5|238&3|137&3|98&4|962&2
7&4|257&4|751&3|736&5|121&4|259&3|272&4|340&3|300&2|269&4|1022&4|70&5;64&5|1&4|28&5|50&5;7&4|257&4|751&3|736&5|121&4|259&3|272&4|340&3|300&2|269&4|1022&4|70&5|64&5|1&4|28&5|50&5
425&5|654&5|531&4|83&3|478&4|183&4|12&4|134&5|197&5|156&5|660&5|427&4;233&4|17&4|631&4|229&3;425&5|654&5|531&4|83&3|478&4|183&4|12&4|134&5|197&5|156&5|660&5|427&4|233&4|17&4|631&4|229&3
269&4|340&3|268&4|305&4|879&2|294&4|333&3|300&3|262&4|327&5|890&4|319&4;343&4|307&3|689&2|325&1;269&4|340&3|268&4|305&4|879&2|294&4|333&3|300&3|262&4|327&5|890&4|319&4|343&4|307&3|689&2|325&1
95&1|926&1|744&4|411&1|928&1|71&1|302&5|24&4|7&5|148&3|412&1|472&1;91&3|99&1|189&4|101&1;95&1|926&1|744&4|411&1|928&1|71&1|302&5|24&4|7&5|148&3|412&1|472&1|91&3|99&1|189&4|101&1
1010&3|1471&2|101&4|56&5|387&3|631&3|47&4|473&4|183&5|1074&3|627&3|591&3;496&4|577&2|922&4|307&4;1010&3|1471&2|101&4|56&5|387&3|631&3|47&4|473&4|183&5|1074&3|627&3|591&3|496&4|577&2|922&4|307&4
226&3|210&3|250&2|225&1|294&3|375&2|96&3|562&3|216&4|202&4|55&4|62&2;241&4|485&5|483&5|273&4;226&3|210&3|250&2|225&1|294&3|375&2|96&3|562&3|216&4|202&4|55&4|62&2|241&4|485&5|483&5|273&4
269&3|331&2|245&2|678&1|879&3|347&4|303&3|690&4|350&2|286&2|332&3|513&5;748&3|346&4|56&5|317&4;269&3|331&2|245&2|678&1|879&3|347&4|303&3|690&4|350&2|286&2|332&3|513&5|748&3|346&4|56&5|317&4
1&4|501&4|521&1|190&2|140&1|507&5|189&4|185&1|1039&2|194&5|164&4|228&4;1012&4|127&1|663&5|993&4;1&4|501&4|521&1|190&2|140&1|507&5|189&4|185&1|1039&2|194&5|164&4|228&4|1012&4|127&1|663&5|993&4
124&4|81&5|117&3|806&4|164&4|170&3|603&5|709&3|318&4|274&3|24&4|1286&3;842&3|161&3|712&4|392&4;124&4|81&5|117&3|806&4|164&4|170&3|603&5|709&3|318&4|274&3|24&4|1286&3|842&3|161&3|712&4|392&4
304&3|191&5|647&4|286&5|172&4|82&5|627&3|942&4|161&4|269&4|694&4|64&4;550&4|568&4|126&5|738&3;304&3|191&5|647&4|286&5|172&4|82&5|627&3|942&4|161&4|269&4|694&4|64&4|550&4|568&4|126&5|738&3
70&5|7&5|435&4|15&4|825&4|323&3|204&4|815&3|137&3|1&4|280&5|319&3;475&1|255&3|259&2|324&2;70&5|7&5|435&4|15&4|825&4|323&3|204&4|815&3|137&3|1&4|280&5|319&3|475&1|255&3|259&2|324&2
181&4|313&5|97&4|405&3|168&5|928&4|294&3|210&4|172&4|154&5|179&4|772&4;959&4|484&4|235&2|271&3;181&4|313&5|97&4|405&3|168&5|928&4|294&3|210&4|172&4|154&5|179&4|772&4|959&4|484&4|235&2|271&3
546&2|13&3|748&1|845&3|685&3|286&3|151&3|315&3|25&3|1010&2|1&3|1015&3;930&2|276&4|181&4|127&5;546&2|13&3|748&1|845&3|685&3|286&3|151&3|315&3|25&3|1010&2|1&3|1015&3|930&2|276&4|181&4|127&5
277&2|329&3|742&4|286&4|304&5|289&3|300&5|331&2|740&4|275&5|328&4|181&4;845&2|13&2|475&1|283&4;277&2|329&3|742&4|286&4|304&5|289&3|300&5|331&2|740&4|275&5|328&4|181&4|845&2|13&2|475&1|283&4
251&2|292&5|248&1|328&3|9&4|1&1|283&4|297&3|937&4|323&1|310&4|25&3;926&1|930&2|244&2|235&1;251&2|292&5|248&1|328&3|9&4|1&1|283&4|297&3|937&4|323&1|310&4|25&3|926&1|930&2|244&2|235&1
64&5|215&5|181&5|480&3|121&5|866&4|50&5|588&4|173&5|241&5|405&3|184&5;764&3|540&3|249&3|367&4;64&5|215&5|181&5|480&3|121&5|866&4|50&5|588&4|173&5|241&5|405&3|184&5|764&3|540&3|249&3|367&4
310&4|301&1|323&3|327&2|1127&4|328&5|751&3|748&2|269&3|300&5|258&4|294&2;347&5|342&2|243&2|271&1;310&4|301&1|323&3|327&2|1127&4|328&5|751&3|748&2|269&3|300&5|258&4|294&2|347&5|342&2|243&2|271&1
676&4|237&3|543&4|282&4|71&5|628&4|961&4|1210&3|402&4|517&4|212&4|728&3;75&4|664&3|579&4|199&4;676&4|237&3|543&4|282&4|71&5|628&4|961&4|1210&3|402&4|517&4|212&4|728&3|75&4|664&3|579&4|199&4
180&1|153&4|483&4|520&4|316&5|168&4|513&4|739&5|186&4|300&4|269&2|748&4;66&5|127&4|100&4|98&4;180&1|153&4|483&4|520&4|316&5|168&4|513&4|739&5|186&4|300&4|269&2|748&4|66&5|127&4|100&4|98&4
131&2|176&3|195&2|132&4|200&5|301&4|772&2|474&5|648&5|213&4|497&3|322&3;628&4|125&3|963&5|9&5;131&2|176&3|195&2|132&4|200&5|301&4|772&2|474&5|648&5|213&4|497&3|322&3|628&4|125&3|963&5|9&5
324&4|150&5|6&5|514&4|1154&5|1007&4|137&5|960&3|1071&3|1129&5|1156&3|64&5;582&3|1153&2|93&4|547&2;324&4|150&5|6&5|514&4|1154&5|1007&4|137&5|960&3|1071&3|1129&5|1156&3|64&5|582&3|1153&2|93&4|547&2
269&4|333&1|100&5|288&1|274&3|121&3|73&3|300&4|96&1|258&3|69&5|343&1;368&1|182&4|122&1|476&2;269&4|333&1|100&5|288&1|274&3|121&3|73&3|300&4|96&1|258&3|69&5|343&1|368&1|182&4|122&1|476&2
651&4|596&3|24&4|802&1|210&3|265&4|68&5|201&5|403&4|11&4|444&4|675&4;250&4|368&1|930&2|743&1;651&4|596&3|24&4|802&1|210&3|265&4|68&5|201&5|403&4|11&4|444&4|675&4|250&4|368&1|930&2|743&1
895&4|678&1|260&3|748&3|300&4|325&3|340&4|272&5|301&3|310&4|302&5|346&5;11&5|690&4|886&4|100&5;895&4|678&1|260&3|748&3|300&4|325&3|340&4|272&5|301&3|310&4|302&5|346&5|11&5|690&4|886&4|100&5
1016&5|125&4|748&2|409&4|273&4|123&3|257&5|9&1|742&5|275&3|1028&2|871&3;411&1|1047&2|597&3|151&5;1016&5|125&4|748&2|409&4|273&4|123&3|257&5|9&1|742&5|275&3|1028&2|871&3|411&1|1047&2|597&3|151&5
717&4|106&3|763&3|1028&3|905&4|932&4|546&4|1047&4|845&3|258&4|274&3|347&2;820&3|1061&4|476&4|930&3;717&4|106&3|763&3|1028&3|905&4|932&4|546&4|1047&4|845&3|258&4|274&3|347&2|820&3|1061&4|476&4|930&3
511&4|286&4|660&2|48&4|58&3|863&4|724&3|196&3|285&1|306&4|740&4|275&4;792&2|204&3|739&3|487&5;511&4|286&4|660&2|48&4|58&3|863&4|724&3|196&3|285&1|306&4|740&4|275&4|792&2|204&3|739&3|487&5
292&4|331&3|689&2|327&2|877&2|332&3|328&3|750&3|326&3|270&3|1280&3|294&2;338&2|271&3|343&2|748&3;292&4|331&3|689&2|327&2|877&2|332&3|328&3|750&3|326&3|270&3|1280&3|294&2|338&2|271&3|343&2|748&3
181&4|678&3|174&4|7&3|50&4|117&3|273&5|118&5|121&3|1016&1|685&1|405&1;56&4|144&5|22&5|89&5;181&4|678&3|174&4|7&3|50&4|117&3|273&5|118&5|121&3|1016&1|685&1|405&1|56&4|144&5|22&5|89&5
751&4|919&5|346&4|358&3|166&4|890&3|900&4|243&3|179&4|172&5|948&2|752&4;271&5|181&5|268&5|114&5;751&4|919&5|346&4|358&3|166&4|890&3|900&4|243&3|179&4|172&5|948&2|752&4|271&5|181&5|268&5|114&5
465&4|179&2|498&4|191&4|417&3|515&4|199&4|428&4|205&5|98&5|491&4|238&4;121&4|1046&3|946&4|521&4;465&4|179&2|498&4|191&4|417&3|515&4|199&4|428&4|205&5|98&5|491&4|238&4|121&4|1046&3|946&4|521&4
908&1|313&5|901&1|751&4|339&3|300&5|902&5|1313&1|307&5|886&3|334&5|349&1;882&4|1062&4|1024&3|1678&1;908&1|313&5|901&1|751&4|339&3|300&5|902&5|1313&1|307&5|886&3|334&5|349&1|882&4|1062&4|1024&3|1678&1
328&3|304&3|346&3|272&5|308&4|751&3|750&4|315&4|539&1|300&3|306&4|269&4;355&2|343&2|260&1|243&3;328&3|304&3|346&3|272&5|308&4|751&3|750&4|315&4|539&1|300&3|306&4|269&4|355&2|343&2|260&1|243&3
111&3|188&3|1070&3|175&5|7&4|209&5|792&3|28&2|1528&3|476&4|197&4|150&3;26&2|724&1|88&1|723&3;111&3|188&3|1070&3|175&5|7&4|209&5|792&3|28&2|1528&3|476&4|197&4|150&3|26&2|724&1|88&1|723&3
181&4|1416&3|403&4|318&2|590&3|540&2|1&2|96&4|98&4|759&2|300&2|684&2;358&4|316&4|675&3|333&3;181&4|1416&3|403&4|318&2|590&3|540&2|1&2|96&4|98&4|759&2|300&2|684&2|358&4|316&4|675&3|333&3
988&2|328&3|258&5|348&1|304&2|321&4|687&1|892&3|283&5|300&3|547&3|294&3;24&1|116&5|475&5|20&3;988&2|328&3|258&5|348&1|304&2|321&4|687&1|892&3|283&5|300&3|547&3|294&3|24&1|116&5|475&5|20&3
126&4|124&4|182&5|19&4|116&3|591&4|471&4|455&3|135&4|410&1|137&4|257&4;42&4|1101&4|32&3|204&5;126&4|124&4|182&5|19&4|116&3|591&4|471&4|455&3|135&4|410&1|137&4|257&4|42&4|1101&4|32&3|204&5
327&4|902&5|100&5|315&4|269&4|539&3|381&4|354&2|70&4|258&1|286&2|313&2;127&4|50&5|259&5|316&5;327&4|902&5|100&5|315&4|269&4|539&3|381&4|354&2|70&4|258&1|286&2|313&2|127&4|50&5|259&5|316&5
319&3|300&4|340&4|272&5|331&2|313&4|258&3|328&5|289&1|333&3|322&3|286&4;1025&1|678&2|748&3|245&3;319&3|300&4|340&4|272&5|331&2|313&4|258&3|328&5|289&1|333&3|322&3|286&4|1025&1|678&2|748&3|245&3
872&3|333&4|294&3|895&3|271&4|879&3|328&4|260&4|300&4|288&4|292&4|682&4;348&4|323&4|329&4|245&3;872&3|333&4|294&3|895&3|271&4|879&3|328&4|260&4|300&4|288&4|292&4|682&4|348&4|323&4|329&4|245&3
1604&4|79&3|1551&3|150&4|568&2|772&4|1008&4|508&4|187&4|274&3|443&4|222&2;366&2|673&3|229&3|94&3;1604&4|79&3|1551&3|150&4|568&2|772&4|1008&4|508&4|187&4|274&3|443&4|222&2|366&2|673&3|229&3|94&3
748&1|301&4|333&1|310&1|1022&5|269&4|340&5|874&3|259&2|880&2|172&3|318&5;297&5|45&5|1194&4|9&5;748&1|301&4|333&1|310&1|1022&5|269&4|340&5|874&3|259&2|880&2|172&3|318&5|297&5|45&5|1194&4|9&5
559&1|204&4|67&5|781&5|367&3|215&5|283&4|161&5|157&5|117&4|504&4|162&5;313&4|845&3|783&4|319&2;559&1|204&4|67&5|781&5|367&3|215&5|283&4|161&5|157&5|117&4|504&4|162&5|313&4|845&3|783&4|319&2
628&5|10&2|282&4|259&1|898&4|32&4|194&5|544&4|469&5|1&5|257&5|1284&4;179&4|89&5|209&4|276&5;628&5|10&2|282&4|259&1|898&4|32&4|194&5|544&4|469&5|1&5|257&5|1284&4|179&4|89&5|209&4|276&5
112&3|298&3|303&4|740&3|12&3|1137&4|813&4|25&4|295&3|28&4|151&4|124&3;310&3|334&4|1173&3|340&5;112&3|298&3|303&4|740&3|12&3|1137&4|813&4|25&4|295&3|28&4|151&4|124&3|310&3|334&4|1173&3|340&5
205&5|210&4|435&4|429&4|614&4|187&4|357&5|135&5|498&5|153&4|203&4|188&5;72&4|28&4|118&4|181&5;205&5|210&4|435&4|429&4|614&4|187&4|357&5|135&5|498&5|153&4|203&4|188&5|72&4|28&4|118&4|181&5
219&1|187&4|180&5|67&1|182&4|475&2|25&2|9&3|96&2|163&2|210&3|575&1;561&3|546&2|679&1|1246&1;219&1|187&4|180&5|67&1|182&4|475&2|25&2|9&3|96&2|163&2|210&3|575&1|561&3|546&2|679&1|1246&1
506&4|496&5|269&4|302&4|175&3|480&5|488&5|318&5|1454&3|286&5|210&4|191&3;154&3|214&2|156&3|136&4;506&4|496&5|269&4|302&4|175&3|480&5|488&5|318&5|1454&3|286&5|210&4|191&3|154&3|214&2|156&3|136&4
69&2|496&3|174&4|144&2|462&4|181&4|45&4|114&4|194&3|657&4|604&3|484&4;32&2|64&4|357&4|964&4;69&2|496&3|174&4|144&2|462&4|181&4|45&4|114&4|194&3|657&4|604&3|484&4|32&2|64&4|357&4|964&4
242&5|591&4|288&3|301&3|273&2|405&4|895&3|276&5|7&4|125&3|100&3|300&4;257&4|93&4|121&2|1328&4;242&5|591&4|288&3|301&3|273&2|405&4|895&3|276&5|7&4|125&3|100&3|300&4|257&4|93&4|121&2|1328&4
109&2|111&4|1047&2|1009&4|410&4|240&3|929&2|235&3|1165&1|330&4|298&4|597&2;369&3|1023&1|1067&4|986&2;109&2|111&4|1047&2|1009&4|410&4|240&3|929&2|235&3|1165&1|330&4|298&4|597&2|369&3|1023&1|1067&4|986&2
1101&3|568&3|479&4|212&3|380&2|733&3|474&5|91&4|157&4|4&3|617&4|168&4;143&1|1230&3|1035&3|921&3;1101&3|568&3|479&4|212&3|380&2|733&3|474&5|91&4|157&4|4&3|617&4|168&4|143&1|1230&3|1035&3|921&3
776&5|185&2|278&4|71&4|873&4|819&1|125&4|183&2|162&3|65&2|98&3|748&4;1135&4|739&4|120&1|375&4;776&5|185&2|278&4|71&4|873&4|819&1|125&4|183&2|162&3|65&2|98&3|748&4|1135&4|739&4|120&1|375&4
333&3|150&2|748&1|312&2|127&4|147&4|332&2|282&3|243&1|285&5|270&3|343&3;475&5|277&2|408&5|123&3;333&3|150&2|748&1|312&2|127&4|147&4|332&2|282&3|243&1|285&5|270&3|343&3|475&5|277&2|408&5|123&3
70&4|1291&3|222&4|1012&4|1&4|186&4|67&1|81&4|1468&4|110&3|802&3|527&4;1217&3|794&4|315&5|1035&4;70&4|1291&3|222&4|1012&4|1&4|186&4|67&1|81&4|1468&4|110&3|802&3|527&4|1217&3|794&4|315&5|1035&4
826&3|595&4|222&5|10&5|121&5|473&3|748&5|294&4|928&4|126&5|150&4|220&5;105&4|831&3|456&3|825&3;826&3|595&4|222&5|10&5|121&5|473&3|748&5|294&4|928&4|126&5|150&4|220&5|105&4|831&3|456&3|825&3
317&4|69&5|511&4|136&5|527&3|190&1|199&4|12&4|223&3|214&2|211&5|427&5;121&2|272&5|544&5|205&5;317&4|69&5|511&4|136&5|527&3|190&1|199&4|12&4|223&3|214&2|211&5|427&5|121&2|272&5|544&5|205&5
9&3|286&4|272&4|333&5|347&4|744&4|288&5|292&5|751&3|245&4|117&4|316&5;255&3|15&4|13&2|282&4;9&3|286&4|272&4|333&5|347&4|744&4|288&5|292&5|751&3|245&4|117&4|316&5|255&3|15&4|13&2|282&4
321&3|117&3|257&3|988&1|547&4|313&5|258&4|222&4|246&4|293&5|477&4|919&5;1215&4|932&2|411&1|831&2;321&3|117&3|257&3|988&1|547&4|313&5|258&4|222&4|246&4|293&5|477&4|919&5|1215&4|932&2|411&1|831&2
269&2|302&3|332&3|243&3|259&3|271&4|313&4|538&3|323&3|310&3|687&3|258&4;289&1|748&2|329&2|286&2;269&2|302&3|332&3|243&3|259&3|271&4|313&4|538&3|323&3|310&3|687&3|258&4|289&1|748&2|329&2|286&2
50&4|82&5|684&4|183&5|182&4|68&3|27&4|566&4|144&5|331&4|176&5|879&4;62&1|231&4|578&4|1314&3;50&4|82&5|684&4|183&5|182&4|68&3|27&4|566&4|144&5|331&4|176&5|879&4|62&1|231&4|578&4|1314&3
294&1|678&1|323&3|313&4|892&1|988&1|100&3|276&4|9&5|286&5|989&1|221&4;1326&3|111&3|473&4|508&4;294&1|678&1|323&3|313&4|892&1|988&1|100&3|276&4|9&5|286&5|989&1|221&4|1326&3|111&3|473&4|508&4
228&4|28&3|526&3|367&4|185&4|629&4|323&2|522&4|211&4|194&4|408&5|418&4;404&4|219&1|662&3|131&4;228&4|28&3|526&3|367&4|185&4|629&4|323&2|522&4|211&4|194&4|408&5|418&4|404&4|219&1|662&3|131&4
257&3|458&5|319&1|825&4|410&1|244&3|326&4|117&5|260&2|281&3|181&3|276&3;1048&1|532&3|866&2|1664&1;257&3|458&5|319&1|825&4|410&1|244&3|326&4|117&5|260&2|281&3|181&3|276&3|1048&1|532&3|866&2|1664&1
50&5|792&5|203&3|498&5|61&3|15&2|618&2|742&3|59&3|485&4|179&5|638&5;1021&5|96&5|1005&4|44&4;50&5|792&5|203&3|498&5|61&3|15&2|618&2|742&3|59&3|485&4|179&5|638&5|1021&5|96&5|1005&4|44&4
1140&3|950&3|196&4|42&4|961&4|58&4|100&5|193&4|222&4|1194&4|561&3|478&5;229&4|188&4|429&4|631&4;1140&3|950&3|196&4|42&4|961&4|58&4|100&5|193&4|222&4|1194&4|561&3|478&5|229&4|188&4|429&4|631&4
322&4|204&4|754&4|136&5|174&5|531&5|483&5|180&5|323&2|479&4|328&5|269&4;56&5|641&3|154&4|185&4;322&4|204&4|754&4|136&5|174&5|531&5|483&5|180&5|323&2|479&4|328&5|269&4|56&5|641&3|154&4|185&4
882&3|302&4|300&2|1431&3|286&3|750&3|1176&3|689&3|345&3|310&4|327&2|1656&2;1127&3|752&2|898&3|344&5;882&3|302&4|300&2|1431&3|286&3|750&3|1176&3|689&3|345&3|310&4|327&2|1656&2|1127&3|752&2|898&3|344&5
479&4|530&4|234&3|92&3|806&3|430&3|964&3|185&4|117&2|25&2|1111&3|678&1;568&2|610&4|210&3|90&1;479&4|530&4|234&3|92&3|806&3|430&3|964&3|185&4|117&2|25&2|1111&3|678&1|568&2|610&4|210&3|90&1
864&3|176&5|119&5|258&3|275&4|25&4|95&4|195&5|926&2|472&3|647&4|742&3;844&1|255&4|301&4|190&5;864&3|176&5|119&5|258&3|275&4|25&4|95&4|195&5|926&2|472&3|647&4|742&3|844&1|255&4|301&4|190&5
322&3|294&1|300&3|270&4|883&3|307&3|245&4|338&2|328&3|334&3|748&2|289&3;302&4|303&2|286&3|269&4;322&3|294&1|300&3|270&4|883&3|307&3|245&4|338&2|328&3|334&3|748&2|289&3|302&4|303&2|286&3|269&4
546&4|194&5|423&4|866&3|230&5|168&4|8&3|252&3|229&4|568&5|151&3|243&2;216&4|662&4|89&3|509&4;546&4|194&5|423&4|866&3|230&5|168&4|8&3|252&3|229&4|568&5|151&3|243&2|216&4|662&4|89&3|509&4
651&4|7&1|179&3|735&4|511&4|294&4|736&4|211&4|125&4|15&5|196&5|77&5;238&3|210&4|531&4|514&4;651&4|7&1|179&3|735&4|511&4|294&4|736&4|211&4|125&4|15&5|196&5|77&5|238&3|210&4|531&4|514&4
286&5|347&3|313&5|750&5|343&2|300&4|292&4|259&3|748&4|269&3|243&2|690&3;538&4|350&4|22&5|312&5;286&5|347&3|313&5|750&5|343&2|300&4|292&4|259&3|748&4|269&3|243&2|690&3|538&4|350&4|22&5|312&5
660&2|763&5|69&5|829&4|871&4|117&5|405&4|172&5|421&2|317&1|257&4|427&4;76&5|627&4|959&5|550&5;660&2|763&5|69&5|829&4|871&4|117&5|405&4|172&5|421&2|317&1|257&4|427&4|76&5|627&4|959&5|550&5
369&2|275&1|258&5|204&5|7&3|298&3|171&5|288&4|95&5|300&4|235&2|238&3;134&3|176&5|65&4|684&4;369&2|275&1|258&5|204&5|7&3|298&3|171&5|288&4|95&5|300&4|235&2|238&3|134&3|176&5|65&4|684&4
919&3|179&3|462&4|59&3|170&2|60&3|283&3|638&4|512&4|86&2|475&4|165&4;198&4|529&4|531&3|582&3;919&3|179&3|462&4|59&3|170&2|60&3|283&3|638&4|512&4|86&2|475&4|165&4|198&4|529&4|531&3|582&3
106&2|380&4|742&5|450&2|121&5|250&3|449&4|151&5|222&5|15&5|235&3|50&5;392&5|631&4|879&3|831&1;106&2|380&4|742&5|450&2|121&5|250&3|449&4|151&5|222&5|15&5|235&3|50&5|392&5|631&4|879&3|831&1
192&4|187&4|198&4|95&3|1199&2|157&3|303&4|238&3|16&3|79&4|210&3|207&5;792&4|47&3|651&3|944&3;192&4|187&4|198&4|95&3|1199&2|157&3|303&4|238&3|16&3|79&4|210&3|207&5|792&4|47&3|651&3|944&3
937&3|305&4|269&4|904&5|751&2|319&4|258&4|340&4|304&5|750&5|286&5|302&4;301&5|345&4|270&3|339&5;937&3|305&4|269&4|904&5|751&2|319&4|258&4|340&4|304&5|750&5|286&5|302&4|301&5|345&4|270&3|339&5
362&1|303&1|905&4|1234&1|288&5|333&5|316&5|353&1|313&4|272&5|305&4|258&5;345&1|301&4|271&1|346&3;362&1|303&1|905&4|1234&1|288&5|333&5|316&5|353&1|313&4|272&5|305&4|258&5|345&1|301&4|271&1|346&3
77&1|1228&1|232&2|241&4|528&4|519&5|674&2|548&1|228&4|318&1|554&1|204&3;410&1|597&2|44&1|222&3;77&1|1228&1|232&2|241&4|528&4|519&5|674&2|548&1|228&4|318&1|554&1|204&3|410&1|597&2|44&1|222&3
748&4|169&5|313&5|751&3|28&5|274&4|8&5|1016&4|252&2|100&1|12&5|1009&3;381&3|821&3|66&4|785&4;748&4|169&5|313&5|751&3|28&5|274&4|8&5|1016&4|252&2|100&1|12&5|1009&3|381&3|821&3|66&4|785&4
274&4|172&5|218&3|237&4|95&5|280&3|140&3|428&4|179&4|304&2|357&4|238&4;230&4|132&5|170&4|727&4;274&4|172&5|218&3|237&4|95&5|280&3|140&3|428&4|179&4|304&2|357&4|238&4|230&4|132&5|170&4|727&4
1227&1|432&3|642&4|485&4|641&4|318&4|529&4|212&4|136&4|1258&2|478&4|151&4;553&3|1074&3|959&2|971&2;1227&1|432&3|642&4|485&4|641&4|318&4|529&4|212&4|136&4|1258&2|478&4|151&4|553&3|1074&3|959&2|971&2
521&4|978&3|965&4|663&2|549&4|42&3|657&4|286&5|472&3|127&5|584&1|525&3;150&2|410&2|496&2|837&2;521&4|978&3|965&4|663&2|549&4|42&3|657&4|286&5|472&3|127&5|584&1|525&3|150&2|410&2|496&2|837&2
168&1|383&1|216&5|147&4|151&3|14&5|87&5|471&5|1312&4|244&4|368&1|28&5;80&1|388&1|951&1|577&1;168&1|383&1|216&5|147&4|151&3|14&5|87&5|471&5|1312&4|244&4|368&1|28&5|80&1|388&1|951&1|577&1
480&4|607&4|463&3|205&5|134&3|191&3|124&3|213&4|83&4|855&3|48&4|186&4;659&4|1028&2|428&4|60&4;480&4|607&4|463&3|205&5|134&3|191&3|124&3|213&4|83&4|855&3|48&4|186&4|659&4|1028&2|428&4|60&4
331&3|310&4|332&4|338&2|538&4|289&3|682&3|271&5|877&4|308&1|301&3|326&1;322&4|259&3|938&2|342&1;331&3|310&4|332&4|338&2|538&4|289&3|682&3|271&5|877&4|308&1|301&3|326&1|322&4|259&3|938&2|342&1
121&5|50&5|237&5|471&4|301&4|245&5|300&4|280&5|845&4|220&4|269&4|181&4;118&4|1028&2|815&5|21&2;121&5|50&5|237&5|471&4|301&4|245&5|300&4|280&5|845&4|220&4|269&4|181&4|118&4|1028&2|815&5|21&2
1197&4|181&3|742&4|472&1|508&4|278&1|1129&3|1012&3|50&3|284&4|1283&2|257&3;258&4|302&4|255&4|117&4;1197&4|181&3|742&4|472&1|508&4|278&1|1129&3|1012&3|50&3|284&4|1283&2|257&3|258&4|302&4|255&4|117&4
239&3|568&4|265&4|613&5|657&5|481&1|54&3|427&4|48&3|234&3|241&3|44&1;88&2|72&2|790&1|451&2;239&3|568&4|265&4|613&5|657&5|481&1|54&3|427&4|48&3|234&3|241&3|44&1|88&2|72&2|790&1|451&2
12&4|480&3|28&4|271&2|205&4|429&4|423&4|182&4|31&2|195&4|431&1|89&5;32&3|209&3|197&3|433&2;12&4|480&3|28&4|271&2|205&4|429&4|423&4|182&4|31&2|195&4|431&1|89&5|32&3|209&3|197&3|433&2
300&5|881&3|328&3|299&3|333&4|984&5|292&5|322&5|294&3|988&3|687&3|288&3;259&3|749&5|348&3|678&4;300&5|881&3|328&3|299&3|333&4|984&5|292&5|322&5|294&3|988&3|687&3|288&3|259&3|749&5|348&3|678&4
127&5|1308&1|1065&1|1042&1|581&3|173&5|1055&3|576&1|31&1|1146&2|2&1|592&1;921&1|542&1|350&1|851&1;127&5|1308&1|1065&1|1042&1|581&3|173&5|1055&3|576&1|31&1|1146&2|2&1|592&1|921&1|542&1|350&1|851&1
326&4|309&2|289&2|345&1|302&5|680&1|307&2|338&3|245&2|294&2|288&5|300&3;603&4|50&5|705&4|892&1;326&4|309&2|289&2|345&1|302&5|680&1|307&2|338&3|245&2|294&2|288&5|300&3|603&4|50&5|705&4|892&1
183&5|808&3|313&4|230&4|259&1|526&5|79&5|210&5|515&5|362&4|435&5|300&4;29&3|586&3|232&4|770&3;183&5|808&3|313&4|230&4|259&1|526&5|79&5|210&5|515&5|362&4|435&5|300&4|29&3|586&3|232&4|770&3
326&3|339&3|323&4|313&5|315&4|750&5|362&3|895&3|346&3|272&5|331&4|347&4;355&4|937&4|322&4|1313&4;326&3|339&3|323&4|313&5|315&4|750&5|362&3|895&3|346&3|272&5|331&4|347&4|355&4|937&4|322&4|1313&4
121&4|213&5|178&5|856&2|332&3|735&4|144&4|736&5|154&3|479&2|381&1|385&4;597&2|1035&2|214&4|559&4;121&4|213&5|178&5|856&2|332&3|735&4|144&4|736&5|154&3|479&2|381&1|385&4|597&2|1035&2|214&4|559&4
252&4|528&5|517&4|190&3|484&5|9&5|461&5|468&4|111&4|529&5|132&4|178&4;481&4|618&4|1124&4|605&3;252&4|528&5|517&4|190&3|484&5|9&5|461&5|468&4|111&4|529&5|132&4|178&4|481&4|618&4|1124&4|605&3
343&2|678&4|286&3|430&4|436&4|751&3|56&5|98&4|1167&4|358&1|300&5|271&2;200&3|855&5|873&3|153&2;343&2|678&4|286&3|430&4|436&4|751&3|56&5|98&4|1167&4|358&1|300&5|271&2|200&3|855&5|873&3|153&2
29&2|176&3|188&3|127&2|121&4|222&4|118&3|89&4|100&3|504&2|161&4|431&4;211&4|204&5|202&3|186&5;29&2|176&3|188&3|127&2|121&4|222&4|118&3|89&4|100&3|504&2|161&4|431&4|211&4|204&5|202&3|186&5
